node_id,primary_group,secondary_group,is_influencer,followers,engagement_rate,group_mix,detected_group
113,6,6,False,44,0.05,6,4
114,2,2,False,171,0.048,2,1
115,6,6,False,201,0.022,6,5
116,5,4,False,177,0.038,5-4,0
117,10,7,False,384,0.077,10-7,5
118,4,6,False,479,0.052,4-6,4
119,1,8,False,487,0.076,1-8,2
120,9,9,False,232,0.097,9,2
121,5,5,False,119,0.049,5,0
122,7,7,False,109,0.089,7,4
123,10,10,False,296,0.051,10,5
124,9,9,False,249,0.014,9,8
125,3,3,False,365,0.053,3,3
126,8,8,False,145,0.032,8,6
127,1,1,False,105,0.025,1,2
128,10,8,False,107,0.087,10-8,5
129,3,3,False,255,0.029,3,3
130,3,7,False,30,0.027,3-7,4
131,9,9,False,400,0.025,9,4
132,7,7,False,245,0.044,7,4
133,10,10,False,234,0.053,10,5
134,4,4,False,124,0.075,4,0
135,6,6,True,8904,0.072,6,4
136,1,1,False,10,0.016,1,2
137,10,3,False,160,0.022,10-3,3
138,5,5,False,312,0.057,5,0
139,10,8,False,174,0.088,10-8,5
140,6,6,False,74,0.091,6,4
141,1,1,False,233,0.061,1,2
142,10,10,False,123,0.021,10,5
143,1,1,False,155,0.099,1,2
144,4,4,False,398,0.049,4,12
145,3,3,False,249,0.052,3,3
146,4,4,False,381,0.056,4,6
147,1,1,False,162,0.076,1,2
148,1,1,False,116,0.06,1,2
149,1,1,False,170,0.025,1,2
150,9,9,False,157,0.018,9,8
151,1,1,False,162,0.076,1,2
152,3,3,False,355,0.068,3,3
153,7,7,False,269,0.025,7,4
154,8,8,False,484,0.01,8,6
155,7,7,True,5655,0.032,7,4
156,7,9,False,192,0.067,7-9,4
157,7,7,False,494,0.047,7,4
158,2,8,False,314,0.054,2-8,6
159,10,9,False,310,0.073,10-9,5
160,10,10,False,439,0.059,10,5
161,5,5,False,49,0.033,5,0
162,9,9,False,327,0.09,9,8
163,6,5,False,419,0.07,6-5,0
164,3,3,False,233,0.037,3,3
165,3,4,False,141,0.09,3-4,3
166,2,3,False,309,0.073,2-3,1
167,9,9,False,453,0.092,9,8
168,6,6,False,183,0.031,6,2
169,1,2,False,240,0.049,1-2,1
170,3,4,False,281,0.073,3-4,3
171,5,5,False,433,0.09,5,0
172,3,8,False,366,0.054,3-8,3
173,9,9,False,475,0.097,9,8
174,4,4,False,342,0.053,4,6
175,6,6,False,158,0.016,6,5
176,9,2,False,112,0.073,9-2,1
177,5,5,False,166,0.052,5,0
178,10,10,False,148,0.045,10,5
179,6,6,False,329,0.034,6,4
180,7,9,False,11,0.087,7-9,4
181,8,7,False,35,0.086,8-7,6
182,1,1,False,52,0.045,1,2
183,3,7,False,471,0.039,3-7,3
184,8,8,False,152,0.04,8,6
185,9,9,False,394,0.078,9,1
186,8,3,False,230,0.035,8-3,6
187,1,9,False,276,0.081,1-9,2
188,7,7,False,159,0.071,7,4
189,6,7,False,176,0.02,6-7,4
190,3,3,False,143,0.016,3,3
191,9,9,False,161,0.01,9,7
192,4,7,False,228,0.012,4-7,4
193,4,4,False,454,0.014,4,4
194,2,2,False,219,0.027,2,1
195,10,5,False,118,0.056,10-5,0
196,7,1,False,180,0.076,7-1,2
197,9,9,False,25,0.098,9,8
198,5,5,False,352,0.062,5,0
199,10,10,False,431,0.065,10,5
200,10,10,False,430,0.091,10,5
201,8,5,False,88,0.06,8-5,0
202,2,7,False,279,0.011,2-7,1
203,6,6,False,191,0.078,6,4
204,7,7,False,270,0.098,7,4
205,1,1,False,337,0.096,1,2
206,10,1,False,309,0.085,10-1,2
207,9,7,True,16751,0.066,9-7,4
208,5,1,False,56,0.042,5-1,2
209,9,9,False,180,0.057,9,8
210,10,10,True,8132,0.086,10,5
211,3,2,False,235,0.07,3-2,1
212,8,7,False,322,0.043,8-7,6
213,2,2,False,470,0.048,2,1
214,5,5,False,379,0.024,5,0
215,1,1,False,76,0.086,1,2
216,6,6,False,212,0.073,6,4
217,5,7,False,341,0.079,5-7,0
218,3,3,False,387,0.068,3,3
219,9,10,False,94,0.051,9-10,5
220,8,9,False,444,0.098,8-9,4
221,4,4,False,103,0.086,4,11
222,4,4,False,358,0.018,4,4
223,2,2,False,467,0.082,2,1
224,2,2,False,160,0.08,2,1
225,7,7,False,298,0.038,7,4
226,10,10,False,487,0.048,10,5
227,3,8,False,122,0.069,3-8,6
228,2,2,False,306,0.012,2,1
229,3,3,False,357,0.084,3,3
230,1,7,False,149,0.089,1-7,2
231,9,9,False,353,0.09,9,7
232,5,5,False,307,0.039,5,0
233,5,8,False,170,0.038,5-8,0
234,10,10,False,459,0.088,10,5
235,9,9,True,12412,0.077,9,8
236,8,8,False,43,0.039,8,6
237,10,10,False,271,0.099,10,5
238,7,9,False,144,0.06,7-9,4
239,8,8,False,450,0.024,8,6
240,1,1,False,87,0.031,1,2
241,7,7,False,489,0.067,7,4
242,10,6,False,290,0.089,10-6,5
243,9,10,False,286,0.057,9-10,5
244,7,7,False,60,0.056,7,4
245,3,3,True,18558,0.054,3,3
246,7,10,True,6940,0.014,7-10,4
247,10,8,False,311,0.06,10-8,5
248,7,7,False,124,0.035,7,4
249,9,9,False,348,0.037,9,8
250,8,8,False,171,0.014,8,6
251,8,9,False,451,0.057,8-9,6
252,4,4,False,191,0.072,4,15
253,1,1,False,388,0.019,1,2
254,3,3,False,460,0.03,3,3
255,6,1,False,403,0.039,6-1,2
256,1,2,False,326,0.064,1-2,2
257,4,4,False,153,0.034,4,4
258,5,9,False,63,0.097,5-9,0
259,5,8,False,343,0.093,5-8,0
260,2,2,False,341,0.081,2,1
261,1,9,False,68,0.039,1-9,2
262,7,7,False,318,0.017,7,4
263,1,1,False,456,0.051,1,2
264,8,8,False,82,0.031,8,6
265,5,5,False,192,0.048,5,0
266,5,8,False,160,0.012,5-8,0
267,4,4,False,448,0.048,4,13
268,5,5,False,121,0.094,5,0
269,10,4,False,269,0.07,10-4,5
270,2,8,False,371,0.093,2-8,1
271,10,10,False,349,0.05,10,4
272,2,2,False,406,0.077,2,1
273,1,2,False,198,0.093,1-2,1
274,5,5,False,126,0.03,5,0
275,5,6,False,187,0.066,5-6,0
276,5,5,False,418,0.045,5,0
277,8,8,False,416,0.045,8,6
278,8,8,False,382,0.021,8,3
279,10,5,False,481,0.066,10-5,0
280,5,5,False,322,0.02,5,0
281,2,2,False,495,0.025,2,1
282,3,2,False,292,0.016,3-2,1
283,5,5,False,413,0.079,5,0
284,5,5,False,465,0.015,5,0
285,10,9,False,259,0.083,10-9,5
286,5,3,False,378,0.087,5-3,3
287,9,9,False,133,0.097,9,4
288,1,1,False,446,0.067,1,2
289,1,1,False,206,0.074,1,2
290,3,4,False,241,0.051,3-4,3
291,10,10,False,221,0.049,10,5
292,2,6,False,478,0.032,2-6,1
293,3,3,False,78,0.081,3,3
294,3,4,False,311,0.059,3-4,3
295,2,2,False,234,0.097,2,1
296,9,7,False,326,0.077,9-7,4
297,2,2,False,46,0.039,2,1
298,5,7,False,160,0.012,5-7,0
299,3,6,False,165,0.087,3-6,3
300,6,6,False,454,0.083,6,10
301,1,7,False,394,0.022,1-7,2
302,4,10,False,192,0.076,4-10,5
303,7,7,False,192,0.062,7,4
304,3,3,False,234,0.044,3,3
305,5,5,False,33,0.012,5,0
306,9,3,False,181,0.041,9-3,3
307,4,4,False,148,0.08,4,11
308,5,5,False,82,0.026,5,0
309,9,1,False,396,0.032,9-1,2
310,4,6,False,384,0.077,4-6,4
311,2,8,False,434,0.028,2-8,1
312,6,5,False,311,0.051,6-5,0
313,9,9,False,119,0.016,9,14
314,1,10,False,134,0.05,1-10,2
315,7,7,False,36,0.073,7,4
316,6,6,False,380,0.073,6,9
317,8,8,False,115,0.062,8,6
318,6,2,False,231,0.053,6-2,1
319,7,2,False,17,0.054,7-2,4
320,9,8,False,324,0.07,9-8,6
321,9,5,False,399,0.051,9-5,0
322,1,1,False,438,0.01,1,2
323,7,7,False,135,0.093,7,4
324,2,5,False,390,0.028,2-5,0
325,7,3,False,104,0.096,7-3,3
326,7,7,False,363,0.095,7,4
327,1,1,False,80,0.025,1,2
328,2,3,True,11698,0.053,2-3,1
329,2,5,False,311,0.061,2-5,1
330,1,7,False,137,0.029,1-7,2
331,9,3,False,152,0.013,9-3,3
332,6,10,False,350,0.026,6-10,4
333,6,1,False,349,0.077,6-1,2
334,1,1,False,116,0.033,1,2
335,5,10,False,126,0.068,5-10,5
336,6,7,False,69,0.082,6-7,4
337,3,10,False,436,0.087,3-10,3
338,5,4,False,266,0.046,5-4,0
339,5,5,False,12,0.026,5,0
340,10,10,False,147,0.026,10,5
341,1,1,False,192,0.032,1,2
342,8,8,False,473,0.088,8,6
343,4,10,False,330,0.042,4-10,5
344,10,10,False,217,0.085,10,5
345,2,3,False,216,0.043,2-3,3
346,6,6,False,259,0.079,6,4
347,7,7,False,136,0.089,7,4
348,9,7,False,63,0.034,9-7,4
349,6,7,False,367,0.043,6-7,4
350,5,5,False,495,0.034,5,0
351,7,7,False,129,0.04,7,4
352,9,9,False,484,0.047,9,4
353,10,10,False,137,0.024,10,5
354,4,4,False,208,0.054,4,4
355,10,2,False,51,0.024,10-2,1
356,8,8,False,224,0.096,8,6
357,9,9,False,118,0.095,9,8
358,5,5,False,393,0.049,5,0
359,10,2,False,285,0.023,10-2,1
360,10,10,False,325,0.065,10,5
361,9,9,False,59,0.042,9,4
362,4,4,False,61,0.045,4,12
363,9,9,False,55,0.013,9,8
364,1,1,False,76,0.044,1,2
365,8,8,False,405,0.01,8,0
366,2,10,False,256,0.096,2-10,1
367,1,1,False,384,0.035,1,2
368,4,2,False,213,0.081,4-2,1
369,10,10,False,236,0.046,10,5
370,6,6,False,393,0.062,6,4
371,3,5,False,217,0.028,3-5,0
372,4,4,False,393,0.094,4,3
373,10,10,False,120,0.046,10,5
374,10,2,False,66,0.026,10-2,1
375,7,7,False,159,0.061,7,4
376,2,2,False,354,0.012,2,1
377,9,6,False,66,0.013,9-6,4
378,7,6,False,302,0.012,7-6,4
379,7,7,False,318,0.034,7,4
380,10,2,False,128,0.034,10-2,1
381,5,7,False,346,0.082,5-7,0
382,5,5,False,33,0.084,5,0
383,9,9,False,382,0.016,9,8
384,2,2,False,120,0.013,2,1
385,5,5,False,215,0.011,5,0
386,5,5,False,349,0.069,5,0
387,1,5,False,482,0.025,1-5,2
388,1,9,False,223,0.087,1-9,2
389,2,2,False,26,0.077,2,1
390,2,2,False,136,0.036,2,1
391,2,2,False,142,0.055,2,1
392,6,5,False,40,0.029,6-5,0
393,4,1,False,299,0.099,4-1,2
394,2,2,False,312,0.019,2,1
395,9,2,False,256,0.019,9-2,1
396,2,2,False,458,0.022,2,1
397,2,2,False,443,0.084,2,1
398,3,8,False,12,0.025,3-8,3
399,9,9,False,158,0.018,9,5
400,3,3,False,333,0.037,3,3
401,3,3,False,48,0.08,3,3
402,10,7,False,271,0.043,10-7,5
403,7,7,False,46,0.031,7,4
404,2,8,False,66,0.069,2-8,1
405,7,10,False,96,0.032,7-10,4
406,3,5,False,48,0.074,3-5,0
407,2,2,False,36,0.047,2,1
408,7,7,False,44,0.047,7,4
409,5,5,False,175,0.026,5,0
410,8,8,False,11,0.023,8,6
411,6,2,False,248,0.063,6-2,1
412,10,10,False,279,0.092,10,5
413,6,6,False,269,0.061,6,4
414,10,1,True,6736,0.063,10-1,2
415,6,6,False,349,0.093,6,4
416,4,9,False,84,0.087,4-9,6
417,3,3,False,243,0.024,3,3
418,7,6,False,23,0.033,7-6,4
419,1,1,False,52,0.036,1,2
420,5,4,True,18408,0.044,5-4,0
421,7,7,False,413,0.073,7,4
422,8,8,False,12,0.01,8,6
423,7,7,False,354,0.034,7,2
424,2,2,False,13,0.052,2,1
425,3,2,False,455,0.081,3-2,1
426,3,3,False,102,0.026,3,1
427,3,9,False,177,0.088,3-9,8
428,9,10,False,162,0.013,9-10,5
429,5,9,False,319,0.082,5-9,0
430,4,2,False,489,0.032,4-2,1
431,1,1,False,170,0.027,1,2
432,8,8,False,339,0.058,8,6
433,3,3,True,12154,0.036,3,3
434,6,6,False,30,0.064,6,4
435,8,8,True,13854,0.012,8,6
436,2,5,False,157,0.092,2-5,0
437,6,2,False,456,0.078,6-2,1
438,9,9,False,345,0.034,9,4
439,8,8,False,157,0.076,8,6
440,3,3,False,338,0.056,3,3
441,9,9,False,207,0.03,9,8
442,6,6,False,338,0.074,6,4
443,1,1,False,295,0.063,1,2
444,2,2,False,431,0.069,2,1
445,8,4,False,216,0.064,8-4,6
446,1,6,False,500,0.041,1-6,2
447,8,8,False,166,0.073,8,6
448,1,1,False,304,0.091,1,2
449,1,1,False,230,0.061,1,2
450,1,1,False,88,0.057,1,2
451,9,9,False,382,0.014,9,7
452,6,6,False,241,0.078,6,4
453,6,6,True,11538,0.039,6,4
454,8,8,False,224,0.07,8,6
455,2,9,False,193,0.03,2-9,1
456,1,1,False,380,0.046,1,2
457,10,10,False,161,0.034,10,5
458,8,8,False,475,0.026,8,6
459,1,1,False,133,0.077,1,2
460,5,5,False,402,0.013,5,0
461,2,2,False,66,0.075,2,1
462,6,7,False,177,0.058,6-7,4
463,6,6,False,309,0.094,6,4
464,7,8,False,203,0.011,7-8,4
465,5,8,False,400,0.029,5-8,0
466,3,3,False,317,0.036,3,3
467,3,3,False,174,0.068,3,3
468,3,3,False,153,0.012,3,3
469,3,3,False,473,0.089,3,3
470,10,10,False,60,0.054,10,5
471,3,3,False,23,0.037,3,3
472,7,7,False,100,0.091,7,4
473,6,6,False,470,0.047,6,9
474,10,1,False,74,0.084,10-1,2
475,1,1,False,128,0.063,1,2
476,9,9,False,430,0.042,9,8
477,3,7,False,309,0.014,3-7,3
478,10,4,False,326,0.03,10-4,5
479,10,10,False,11,0.015,10,5
480,1,10,False,230,0.019,1-10,2
481,3,6,False,377,0.071,3-6,3
482,8,6,False,317,0.038,8-6,4
483,8,8,False,470,0.023,8,6
484,1,6,False,121,0.022,1-6,2
485,4,7,False,249,0.052,4-7,4
486,9,9,False,202,0.036,9,8
487,5,5,False,410,0.077,5,0
488,10,6,False,324,0.073,10-6,5
489,2,2,False,265,0.049,2,1
490,7,7,False,186,0.026,7,4
491,8,8,False,44,0.021,8,6
492,10,2,False,341,0.039,10-2,1
493,9,2,False,329,0.015,9-2,1
494,3,2,False,330,0.059,3-2,1
495,8,8,False,114,0.04,8,6
496,3,8,False,192,0.063,3-8,3
497,2,2,False,335,0.057,2,1
498,5,5,False,122,0.092,5,0
499,2,3,False,108,0.012,2-3,1
