node_id,primary_group,secondary_group,is_influencer,followers,engagement_rate,group_mix,detected_group
340,5,9,False,330,0.037,5-9,3
341,9,3,False,307,0.024,9-3,3
342,10,10,False,441,0.093,10,5
343,1,1,True,5744,0.095,1,4
344,10,4,False,223,0.066,10-4,15
345,1,1,False,158,0.068,1,10
346,5,5,False,360,0.047,5,0
347,8,1,False,222,0.054,8-1,7
348,4,3,False,377,0.039,4-3,1
349,6,6,False,199,0.056,6,8
350,2,8,False,240,0.032,2-8,2
351,2,7,False,224,0.032,2-7,2
352,3,3,False,379,0.038,3,1
353,3,3,False,265,0.089,3,1
354,8,7,False,133,0.029,8-7,6
355,6,5,False,461,0.086,6-5,8
356,8,1,False,230,0.022,8-1,7
357,5,5,False,197,0.014,5,13
358,1,1,False,293,0.036,1,7
359,7,7,False,153,0.084,7,6
360,10,10,False,59,0.045,10,8
361,6,6,False,83,0.028,6,8
362,9,9,True,5637,0.022,9,3
363,6,6,False,86,0.065,6,8
364,9,10,False,211,0.099,9-10,3
365,5,5,False,270,0.058,5,4
366,10,1,False,354,0.02,10-1,7
367,7,7,False,381,0.088,7,6
368,1,1,False,345,0.08,1,7
369,10,10,False,308,0.053,10,8
370,9,9,False,440,0.044,9,3
371,4,2,False,235,0.038,4-2,2
372,3,3,False,266,0.08,3,1
373,8,8,False,41,0.074,8,9
374,9,6,False,254,0.057,9-6,8
375,6,6,False,282,0.041,6,25
376,6,6,False,358,0.068,6,8
377,5,5,False,136,0.035,5,4
378,5,5,False,370,0.029,5,14
379,8,6,False,488,0.082,8-6,8
380,5,10,False,204,0.091,5-10,4
381,7,7,False,421,0.023,7,6
382,1,2,False,236,0.069,1-2,7
383,8,9,False,297,0.073,8-9,3
384,3,10,False,35,0.07,3-10,5
385,9,4,False,221,0.04,9-4,3
386,8,3,True,14016,0.098,8-3,1
387,3,3,False,459,0.053,3,1
388,4,4,False,156,0.068,4,15
389,2,2,False,388,0.075,2,2
390,1,1,False,461,0.085,1,10
391,1,1,False,263,0.027,1,7
392,5,5,True,14305,0.064,5,4
393,6,9,False,465,0.094,6-9,8
394,9,9,False,67,0.04,9,3
395,8,8,False,17,0.076,8,9
396,5,5,False,99,0.065,5,4
397,7,7,False,54,0.046,7,6
398,2,3,False,489,0.032,2-3,1
399,5,8,False,498,0.04,5-8,9
400,10,10,True,15709,0.042,10,5
401,4,2,False,91,0.046,4-2,2
402,9,9,False,404,0.038,9,3
403,2,2,False,198,0.065,2,2
404,4,4,False,242,0.077,4,15
405,10,9,False,397,0.058,10-9,3
406,4,4,False,315,0.089,4,21
407,2,2,False,195,0.017,2,2
408,10,9,False,113,0.062,10-9,3
409,3,9,False,358,0.028,3-9,3
410,10,10,False,238,0.083,10,11
411,8,7,False,39,0.06,8-7,9
412,5,5,False,428,0.01,5,0
413,4,4,True,10644,0.073,4,15
414,9,9,False,45,0.099,9,3
415,8,7,False,79,0.079,8-7,6
416,7,7,False,479,0.092,7,6
417,7,9,False,450,0.041,7-9,3
418,3,3,False,75,0.076,3,1
419,4,4,False,162,0.052,4,15
420,9,9,False,127,0.032,9,3
421,6,4,False,381,0.079,6-4,8
422,1,1,False,402,0.094,1,7
423,1,2,False,27,0.05,1-2,7
424,1,1,False,129,0.059,1,7
425,1,5,False,479,0.076,1-5,4
426,6,6,False,429,0.039,6,8
427,5,5,False,276,0.03,5,13
428,5,9,False,460,0.076,5-9,3
429,3,3,False,263,0.014,3,1
430,6,6,False,412,0.057,6,8
431,7,7,False,104,0.078,7,6
432,8,4,False,372,0.023,8-4,9
433,8,8,False,223,0.06,8,9
434,3,5,False,341,0.017,3-5,1
435,8,8,False,380,0.085,8,1
436,1,10,False,457,0.017,1-10,7
437,10,10,False,255,0.029,10,8
438,6,1,False,107,0.097,6-1,7
439,2,2,False,478,0.032,2,2
440,10,10,False,132,0.06,10,5
441,5,9,False,167,0.034,5-9,4
442,9,9,False,421,0.098,9,3
443,8,8,False,114,0.043,8,9
444,7,4,False,18,0.033,7-4,6
445,10,10,False,88,0.028,10,5
446,4,4,False,345,0.095,4,15
447,6,8,False,338,0.077,6-8,8
448,8,6,False,378,0.059,8-6,8
449,3,3,False,338,0.096,3,1
450,9,2,False,352,0.014,9-2,3
451,1,1,False,128,0.016,1,7
452,3,9,False,40,0.066,3-9,3
453,10,10,False,18,0.011,10,11
454,9,9,True,16832,0.035,9,3
455,5,7,False,475,0.026,5-7,6
456,2,2,False,327,0.057,2,2
457,6,7,False,217,0.051,6-7,8
458,4,4,False,360,0.085,4,1
459,2,2,False,398,0.013,2,2
460,7,9,False,336,0.011,7-9,3
461,3,7,False,179,0.061,3-7,6
462,2,2,False,127,0.029,2,2
