node_id,primary_group,secondary_group,is_influencer,followers,engagement_rate,group_mix,detected_group
92,8,8,False,296,0.064,8,42
93,8,8,False,268,0.048,8,42
94,9,9,False,451,0.053,9,28
95,5,5,False,151,0.079,5,5
96,9,9,False,235,0.017,9,35
97,5,6,False,286,0.017,5-6,21
98,3,3,False,42,0.047,3,18
99,6,6,False,115,0.085,6,21
100,7,7,False,366,0.012,7,41
101,10,1,False,162,0.078,10-1,5
102,7,7,False,419,0.064,7,41
103,4,4,False,258,0.013,4,19
104,6,6,False,380,0.025,6,21
105,8,8,False,283,0.012,8,42
106,7,7,False,52,0.068,7,41
107,3,3,False,143,0.044,3,18
108,4,4,False,460,0.044,4,19
109,7,2,False,393,0.059,7-2,41
110,6,2,False,343,0.014,6-2,21
111,1,1,False,20,0.066,1,5
112,4,2,False,121,0.052,4-2,19
113,5,5,False,320,0.097,5,5
114,2,2,False,169,0.02,2,19
115,1,1,False,474,0.096,1,5
116,7,7,False,313,0.072,7,41
117,4,5,False,317,0.082,4-5,19
118,10,10,False,229,0.07,10,20
119,2,2,False,444,0.048,2,19
120,8,6,False,434,0.051,8-6,21
121,3,3,False,343,0.034,3,18
122,9,9,False,432,0.076,9,28
123,5,4,False,54,0.035,5-4,5
124,8,8,False,352,0.044,8,42
125,1,1,False,259,0.029,1,5
126,5,10,False,151,0.06,5-10,20
127,9,9,False,378,0.047,9,25
128,9,9,False,340,0.074,9,28
129,8,8,False,123,0.046,8,42
130,4,10,False,293,0.058,4-10,19
131,7,7,False,190,0.073,7,41
132,5,4,False,108,0.038,5-4,19
133,9,9,False,108,0.029,9,40
134,8,10,False,278,0.064,8-10,20
135,2,2,False,194,0.026,2,5
136,1,1,False,33,0.098,1,5
137,9,3,False,395,0.054,9-3,28
138,1,1,False,235,0.041,1,17
139,1,8,False,43,0.046,1-8,42
140,2,2,False,87,0.023,2,19
141,10,10,False,137,0.021,10,20
142,7,7,False,125,0.08,7,41
143,7,7,False,450,0.063,7,41
144,7,10,False,388,0.019,7-10,20
145,4,4,False,51,0.024,4,19
146,3,3,False,219,0.051,3,18
147,10,10,True,9720,0.074,10,20
148,8,4,False,413,0.081,8-4,42
149,10,10,False,227,0.02,10,20
150,4,4,False,433,0.023,4,19
151,1,5,False,432,0.061,1-5,0
152,5,5,False,165,0.073,5,5
153,5,5,False,51,0.064,5,0
154,7,7,False,23,0.018,7,41
155,10,10,True,17529,0.071,10,20
156,5,5,False,99,0.052,5,5
157,8,8,False,309,0.049,8,42
158,8,8,False,219,0.04,8,42
159,2,2,False,365,0.055,2,20
160,7,7,False,242,0.018,7,41
161,5,7,False,432,0.099,5-7,41
162,9,9,False,275,0.043,9,35
163,8,8,False,114,0.034,8,19
164,3,3,False,367,0.054,3,18
165,1,1,False,132,0.074,1,13
166,5,5,False,57,0.03,5,5
167,2,2,False,436,0.024,2,19
168,5,5,False,437,0.053,5,5
169,8,9,False,107,0.093,8-9,28
170,9,9,False,45,0.035,9,28
171,7,9,False,11,0.035,7-9,28
172,5,5,False,347,0.054,5,0
173,3,3,False,180,0.06,3,18
174,9,6,False,367,0.031,9-6,28
175,7,7,True,17201,0.053,7,41
176,7,3,False,28,0.021,7-3,18
177,10,2,False,235,0.019,10-2,20
178,8,3,False,345,0.097,8-3,42
179,2,2,False,183,0.066,2,19
180,7,7,False,446,0.071,7,41
181,9,6,False,464,0.078,9-6,40
182,9,2,False,360,0.093,9-2,28
183,4,4,False,60,0.078,4,0
184,2,2,False,472,0.013,2,19
185,6,6,False,201,0.049,6,18
186,4,4,False,415,0.026,4,19
187,3,7,False,133,0.055,3-7,41
188,10,8,False,245,0.033,10-8,20
189,1,1,False,157,0.071,1,10
190,3,6,False,163,0.068,3-6,18
191,7,7,False,164,0.028,7,41
192,7,7,False,205,0.061,7,41
193,10,5,True,18599,0.069,10-5,0
194,5,1,False,391,0.055,5-1,0
195,5,5,False,420,0.042,5,5
196,4,4,False,379,0.079,4,19
197,3,3,False,340,0.014,3,18
198,8,6,False,56,0.092,8-6,42
199,6,6,False,77,0.081,6,21
200,6,6,False,435,0.025,6,21
201,8,8,False,455,0.04,8,42
202,2,2,False,396,0.097,2,19
203,7,7,False,197,0.018,7,41
204,7,9,False,198,0.071,7-9,28
205,5,5,False,491,0.043,5,5
206,4,4,False,492,0.061,4,19
207,10,2,False,247,0.092,10-2,20
208,5,5,False,33,0.095,5,5
209,5,5,False,130,0.09,5,5
210,3,6,False,390,0.073,3-6,18
211,9,9,False,89,0.09,9,28
212,2,2,False,490,0.096,2,20
213,1,1,False,237,0.096,1,5
214,6,6,False,340,0.042,6,21
215,7,2,False,431,0.051,7-2,41
216,4,4,False,20,0.015,4,43
217,6,3,False,115,0.016,6-3,18
218,9,4,False,129,0.04,9-4,28
219,3,3,False,151,0.087,3,18
220,3,3,False,418,0.026,3,18
221,1,6,False,131,0.063,1-6,5
222,1,1,False,225,0.057,1,5
223,2,2,False,272,0.063,2,20
224,8,8,False,32,0.075,8,42
225,9,1,False,255,0.086,9-1,28
226,7,7,False,475,0.05,7,41
227,2,3,False,150,0.066,2-3,18
228,10,10,False,315,0.058,10,20
229,8,8,False,416,0.073,8,42
230,9,9,False,241,0.09,9,28
231,7,8,False,383,0.019,7-8,41
232,7,5,False,88,0.072,7-5,5
233,8,2,False,59,0.077,8-2,42
234,6,6,False,310,0.096,6,28
235,9,2,False,457,0.07,9-2,35
236,7,7,False,157,0.064,7,41
237,6,9,False,346,0.053,6-9,28
238,2,9,False,400,0.035,2-9,28
239,4,4,False,402,0.084,4,19
240,10,10,False,321,0.094,10,20
241,5,5,False,168,0.093,5,5
242,6,3,False,215,0.016,6-3,18
243,1,9,False,224,0.051,1-9,35
244,3,6,False,300,0.064,3-6,18
245,1,10,True,6336,0.034,1-10,17
246,7,7,False,149,0.029,7,41
247,9,7,False,357,0.071,9-7,28
248,8,8,False,122,0.046,8,42
249,10,4,False,118,0.079,10-4,20
250,5,2,True,17239,0.049,5-2,0
251,3,4,False,436,0.07,3-4,18
252,6,1,False,245,0.093,6-1,42
253,6,6,False,373,0.068,6,21
254,5,1,False,97,0.082,5-1,0
255,10,10,False,195,0.018,10,20
256,2,10,False,50,0.046,2-10,20
257,5,5,False,408,0.025,5,0
258,9,9,False,109,0.092,9,28
259,6,3,False,84,0.033,6-3,21
260,3,3,False,345,0.017,3,18
261,8,8,False,306,0.05,8,21
262,10,10,False,175,0.088,10,20
263,6,2,False,333,0.037,6-2,21
264,5,5,False,47,0.038,5,5
265,8,6,False,49,0.068,8-6,42
266,2,2,False,246,0.062,2,19
267,1,1,False,343,0.027,1,13
268,10,10,False,41,0.051,10,20
269,6,6,False,340,0.026,6,21
270,4,4,False,278,0.057,4,19
271,3,5,False,406,0.04,3-5,18
272,10,6,False,58,0.06,10-6,20
273,7,10,False,180,0.017,7-10,20
274,3,3,False,345,0.073,3,18
275,7,2,False,202,0.068,7-2,41
276,6,6,False,434,0.095,6,21
277,9,7,False,19,0.043,9-7,25
278,3,3,False,402,0.054,3,18
279,4,4,False,161,0.086,4,19
280,2,2,False,388,0.09,2,19
281,1,1,False,326,0.022,1,5
282,7,3,False,404,0.066,7-3,41
283,3,3,True,10968,0.071,3,18
284,4,4,False,395,0.077,4,19
285,8,4,False,424,0.081,8-4,42
286,4,10,False,246,0.079,4-10,20
287,7,7,False,92,0.084,7,41
288,10,5,False,256,0.089,10-5,5
289,9,9,False,274,0.087,9,28
290,5,3,False,473,0.056,5-3,0
291,7,4,False,462,0.041,7-4,41
292,1,1,False,201,0.031,1,5
293,2,1,False,60,0.086,2-1,5
294,6,6,False,156,0.093,6,21
295,8,8,False,371,0.052,8,42
296,10,2,True,8533,0.085,10-2,20
297,9,9,False,226,0.02,9,40
298,5,2,True,11878,0.068,5-2,5
299,10,10,False,473,0.055,10,20
300,9,9,False,377,0.023,9,28
301,7,6,False,223,0.027,7-6,21
302,2,2,False,498,0.057,2,19
303,9,9,False,20,0.045,9,28
304,8,7,False,139,0.077,8-7,41
305,6,6,False,385,0.069,6,42
306,2,2,False,180,0.022,2,19
307,6,6,False,99,0.085,6,21
308,8,8,False,103,0.083,8,42
309,2,2,False,28,0.036,2,19
310,1,1,False,171,0.094,1,5
311,9,9,False,28,0.078,9,28
312,4,1,False,179,0.035,4-1,5
313,6,6,False,235,0.091,6,21
314,7,3,False,264,0.043,7-3,41
315,9,2,False,50,0.049,9-2,35
316,3,3,False,50,0.04,3,18
317,5,10,False,95,0.072,5-10,5
318,6,6,False,476,0.042,6,21
319,7,1,False,336,0.047,7-1,41
320,9,9,False,497,0.013,9,28
321,10,10,False,74,0.016,10,20
322,6,10,True,7513,0.071,6-10,20
323,6,2,False,281,0.043,6-2,21
324,6,6,False,68,0.012,6,21
325,3,3,False,297,0.021,3,18
326,5,5,False,323,0.036,5,0
327,8,3,False,241,0.026,8-3,18
328,8,8,False,442,0.099,8,42
329,6,6,False,158,0.09,6,21
330,3,3,False,336,0.026,3,18
331,6,6,False,112,0.081,6,21
332,4,4,True,14077,0.062,4,19
333,8,8,False,323,0.09,8,42
334,2,8,False,403,0.047,2-8,42
335,10,6,False,240,0.052,10-6,20
336,9,9,False,103,0.079,9,28
337,3,3,False,38,0.085,3,18
338,9,3,False,488,0.074,9-3,18
339,6,6,False,155,0.086,6,21
340,5,9,False,330,0.037,5-9,28
341,9,3,False,307,0.024,9-3,28
342,10,10,False,441,0.093,10,20
343,1,1,True,5744,0.095,1,5
344,10,4,False,223,0.066,10-4,20
345,1,1,False,158,0.068,1,5
346,5,5,False,360,0.047,5,5
347,8,1,False,222,0.054,8-1,42
348,4,3,False,377,0.039,4-3,18
349,6,6,False,199,0.056,6,21
350,2,8,False,240,0.032,2-8,19
351,2,7,False,224,0.032,2-7,41
352,3,3,False,379,0.038,3,18
353,3,3,False,265,0.089,3,18
354,8,7,False,133,0.029,8-7,41
355,6,5,False,461,0.086,6-5,21
356,8,1,False,230,0.022,8-1,5
357,5,5,False,197,0.014,5,5
358,1,1,False,293,0.036,1,13
359,7,7,False,153,0.084,7,41
360,10,10,False,59,0.045,10,20
361,6,6,False,83,0.028,6,21
362,9,9,True,5637,0.022,9,28
363,6,6,False,86,0.065,6,21
364,9,10,False,211,0.099,9-10,20
365,5,5,False,270,0.058,5,5
366,10,1,False,354,0.02,10-1,17
367,7,7,False,381,0.088,7,41
368,1,1,False,345,0.08,1,5
369,10,10,False,308,0.053,10,20
370,9,9,False,440,0.044,9,28
371,4,2,False,235,0.038,4-2,19
372,3,3,False,266,0.08,3,18
373,8,8,False,41,0.074,8,42
374,9,6,False,254,0.057,9-6,28
375,6,6,False,282,0.041,6,21
376,6,6,False,358,0.068,6,21
377,5,5,False,136,0.035,5,5
378,5,5,False,370,0.029,5,5
379,8,6,False,488,0.082,8-6,42
380,5,10,False,204,0.091,5-10,5
381,7,7,False,421,0.023,7,41
382,1,2,False,236,0.069,1-2,5
383,8,9,False,297,0.073,8-9,28
384,3,10,False,35,0.07,3-10,20
385,9,4,False,221,0.04,9-4,28
386,8,3,True,14016,0.098,8-3,18
387,3,3,False,459,0.053,3,18
388,4,4,False,156,0.068,4,19
389,2,2,False,388,0.075,2,19
390,1,1,False,461,0.085,1,10
391,1,1,False,263,0.027,1,13
392,5,5,True,14305,0.064,5,20
393,6,9,False,465,0.094,6-9,28
394,9,9,False,67,0.04,9,28
395,8,8,False,17,0.076,8,42
396,5,5,False,99,0.065,5,5
397,7,7,False,54,0.046,7,41
398,2,3,False,489,0.032,2-3,18
399,5,8,False,498,0.04,5-8,42
400,10,10,True,15709,0.042,10,20
401,4,2,False,91,0.046,4-2,19
402,9,9,False,404,0.038,9,28
403,2,2,False,198,0.065,2,19
404,4,4,False,242,0.077,4,19
405,10,9,False,397,0.058,10-9,28
406,4,4,False,315,0.089,4,19
407,2,2,False,195,0.017,2,19
408,10,9,False,113,0.062,10-9,20
409,3,9,False,358,0.028,3-9,18
410,10,10,False,238,0.083,10,20
411,8,7,False,39,0.06,8-7,41
412,5,5,False,428,0.01,5,5
413,4,4,True,10644,0.073,4,19
414,9,9,False,45,0.099,9,28
415,8,7,False,79,0.079,8-7,41
416,7,7,False,479,0.092,7,41
417,7,9,False,450,0.041,7-9,28
418,3,3,False,75,0.076,3,18
419,4,4,False,162,0.052,4,19
420,9,9,False,127,0.032,9,28
421,6,4,False,381,0.079,6-4,21
422,1,1,False,402,0.094,1,5
423,1,2,False,27,0.05,1-2,5
424,1,1,False,129,0.059,1,5
425,1,5,False,479,0.076,1-5,0
426,6,6,False,429,0.039,6,21
427,5,5,False,276,0.03,5,5
428,5,9,False,460,0.076,5-9,28
429,3,3,False,263,0.014,3,18
430,6,6,False,412,0.057,6,21
431,7,7,False,104,0.078,7,41
432,8,4,False,372,0.023,8-4,42
433,8,8,False,223,0.06,8,42
434,3,5,False,341,0.017,3-5,18
435,8,8,False,380,0.085,8,18
436,1,10,False,457,0.017,1-10,5
437,10,10,False,255,0.029,10,20
438,6,1,False,107,0.097,6-1,17
439,2,2,False,478,0.032,2,19
440,10,10,False,132,0.06,10,20
441,5,9,False,167,0.034,5-9,5
442,9,9,False,421,0.098,9,28
443,8,8,False,114,0.043,8,42
444,7,4,False,18,0.033,7-4,41
445,10,10,False,88,0.028,10,20
446,4,4,False,345,0.095,4,19
447,6,8,False,338,0.077,6-8,42
448,8,6,False,378,0.059,8-6,21
449,3,3,False,338,0.096,3,18
450,9,2,False,352,0.014,9-2,28
451,1,1,False,128,0.016,1,10
452,3,9,False,40,0.066,3-9,18
453,10,10,False,18,0.011,10,20
454,9,9,True,16832,0.035,9,28
455,5,7,False,475,0.026,5-7,5
456,2,2,False,327,0.057,2,19
457,6,7,False,217,0.051,6-7,41
458,4,4,False,360,0.085,4,19
459,2,2,False,398,0.013,2,19
460,7,9,False,336,0.011,7-9,25
461,3,7,False,179,0.061,3-7,41
462,2,2,False,127,0.029,2,19
