node_id,primary_group,secondary_group,is_influencer,followers,engagement_rate,group_mix
161,5,7,False,432,0.099,5-7
162,9,9,False,275,0.043,9
163,8,8,False,114,0.034,8
164,3,3,False,367,0.054,3
165,1,1,False,132,0.074,1
166,5,5,False,57,0.03,5
167,2,2,False,436,0.024,2
168,5,5,False,437,0.053,5
169,8,9,False,107,0.093,8-9
170,9,9,False,45,0.035,9
171,7,9,False,11,0.035,7-9
172,5,5,False,347,0.054,5
173,3,3,False,180,0.06,3
174,9,6,False,367,0.031,9-6
175,7,7,True,17201,0.053,7
176,7,3,False,28,0.021,7-3
177,10,2,False,235,0.019,10-2
178,8,3,False,345,0.097,8-3
179,2,2,False,183,0.066,2
180,7,7,False,446,0.071,7
181,9,6,False,464,0.078,9-6
182,9,2,False,360,0.093,9-2
183,4,4,False,60,0.078,4
184,2,2,False,472,0.013,2
185,6,6,False,201,0.049,6
186,4,4,False,415,0.026,4
187,3,7,False,133,0.055,3-7
188,10,8,False,245,0.033,10-8
189,1,1,False,157,0.071,1
190,3,6,False,163,0.068,3-6
191,7,7,False,164,0.028,7
192,7,7,False,205,0.061,7
193,10,5,True,18599,0.069,10-5
194,5,1,False,391,0.055,5-1
195,5,5,False,420,0.042,5
196,4,4,False,379,0.079,4
197,3,3,False,340,0.014,3
198,8,6,False,56,0.092,8-6
199,6,6,False,77,0.081,6
200,6,6,False,435,0.025,6
201,8,8,False,455,0.04,8
202,2,2,False,396,0.097,2
203,7,7,False,197,0.018,7
204,7,9,False,198,0.071,7-9
205,5,5,False,491,0.043,5
206,4,4,False,492,0.061,4
207,10,2,False,247,0.092,10-2
208,5,5,False,33,0.095,5
209,5,5,False,130,0.09,5
210,3,6,False,390,0.073,3-6
211,9,9,False,89,0.09,9
212,2,2,False,490,0.096,2
213,1,1,False,237,0.096,1
214,6,6,False,340,0.042,6
215,7,2,False,431,0.051,7-2
216,4,4,False,20,0.015,4
217,6,3,False,115,0.016,6-3
218,9,4,False,129,0.04,9-4
219,3,3,False,151,0.087,3
220,3,3,False,418,0.026,3
221,1,6,False,131,0.063,1-6
222,1,1,False,225,0.057,1
223,2,2,False,272,0.063,2
224,8,8,False,32,0.075,8
225,9,1,False,255,0.086,9-1
226,7,7,False,475,0.05,7
227,2,3,False,150,0.066,2-3
228,10,10,False,315,0.058,10
229,8,8,False,416,0.073,8
230,9,9,False,241,0.09,9
231,7,8,False,383,0.019,7-8
232,7,5,False,88,0.072,7-5
233,8,2,False,59,0.077,8-2
234,6,6,False,310,0.096,6
235,9,2,False,457,0.07,9-2
236,7,7,False,157,0.064,7
237,6,9,False,346,0.053,6-9
238,2,9,False,400,0.035,2-9
239,4,4,False,402,0.084,4
240,10,10,False,321,0.094,10
241,5,5,False,168,0.093,5
242,6,3,False,215,0.016,6-3
243,1,9,False,224,0.051,1-9
244,3,6,False,300,0.064,3-6
245,1,10,True,6336,0.034,1-10
246,7,7,False,149,0.029,7
247,9,7,False,357,0.071,9-7
248,8,8,False,122,0.046,8
249,10,4,False,118,0.079,10-4
250,5,2,True,17239,0.049,5-2
251,3,4,False,436,0.07,3-4
252,6,1,False,245,0.093,6-1
253,6,6,False,373,0.068,6
254,5,1,False,97,0.082,5-1
255,10,10,False,195,0.018,10
256,2,10,False,50,0.046,2-10
257,5,5,False,408,0.025,5
258,9,9,False,109,0.092,9
259,6,3,False,84,0.033,6-3
260,3,3,False,345,0.017,3
261,8,8,False,306,0.05,8
262,10,10,False,175,0.088,10
263,6,2,False,333,0.037,6-2
264,5,5,False,47,0.038,5
265,8,6,False,49,0.068,8-6
266,2,2,False,246,0.062,2
267,1,1,False,343,0.027,1
268,10,10,False,41,0.051,10
269,6,6,False,340,0.026,6
270,4,4,False,278,0.057,4
271,3,5,False,406,0.04,3-5
272,10,6,False,58,0.06,10-6
273,7,10,False,180,0.017,7-10
274,3,3,False,345,0.073,3
275,7,2,False,202,0.068,7-2
276,6,6,False,434,0.095,6
277,9,7,False,19,0.043,9-7
278,3,3,False,402,0.054,3
279,4,4,False,161,0.086,4
280,2,2,False,388,0.09,2
281,1,1,False,326,0.022,1
282,7,3,False,404,0.066,7-3
283,3,3,True,10968,0.071,3
284,4,4,False,395,0.077,4
285,8,4,False,424,0.081,8-4
286,4,10,False,246,0.079,4-10
287,7,7,False,92,0.084,7
288,10,5,False,256,0.089,10-5
289,9,9,False,274,0.087,9
290,5,3,False,473,0.056,5-3
291,7,4,False,462,0.041,7-4
292,1,1,False,201,0.031,1
293,2,1,False,60,0.086,2-1
294,6,6,False,156,0.093,6
295,8,8,False,371,0.052,8
296,10,2,True,8533,0.085,10-2
297,9,9,False,226,0.02,9
298,5,2,True,11878,0.068,5-2
299,10,10,False,473,0.055,10
300,9,9,False,377,0.023,9
301,7,6,False,223,0.027,7-6
302,2,2,False,498,0.057,2
303,9,9,False,20,0.045,9
304,8,7,False,139,0.077,8-7
305,6,6,False,385,0.069,6
306,2,2,False,180,0.022,2
307,6,6,False,99,0.085,6
308,8,8,False,103,0.083,8
309,2,2,False,28,0.036,2
310,1,1,False,171,0.094,1
311,9,9,False,28,0.078,9
312,4,1,False,179,0.035,4-1
313,6,6,False,235,0.091,6
314,7,3,False,264,0.043,7-3
315,9,2,False,50,0.049,9-2
316,3,3,False,50,0.04,3
317,5,10,False,95,0.072,5-10
318,6,6,False,476,0.042,6
319,7,1,False,336,0.047,7-1
320,9,9,False,497,0.013,9
321,10,10,False,74,0.016,10
322,6,10,True,7513,0.071,6-10
323,6,2,False,281,0.043,6-2
324,6,6,False,68,0.012,6
325,3,3,False,297,0.021,3
326,5,5,False,323,0.036,5
327,8,3,False,241,0.026,8-3
328,8,8,False,442,0.099,8
329,6,6,False,158,0.09,6
330,3,3,False,336,0.026,3
331,6,6,False,112,0.081,6
332,4,4,True,14077,0.062,4
333,8,8,False,323,0.09,8
334,2,8,False,403,0.047,2-8
335,10,6,False,240,0.052,10-6
336,9,9,False,103,0.079,9
337,3,3,False,38,0.085,3
338,9,3,False,488,0.074,9-3
339,6,6,False,155,0.086,6
340,5,9,False,330,0.037,5-9
341,9,3,False,307,0.024,9-3
342,10,10,False,441,0.093,10
343,1,1,True,5744,0.095,1
344,10,4,False,223,0.066,10-4
345,1,1,False,158,0.068,1
346,5,5,False,360,0.047,5
347,8,1,False,222,0.054,8-1
348,4,3,False,377,0.039,4-3
349,6,6,False,199,0.056,6
350,2,8,False,240,0.032,2-8
351,2,7,False,224,0.032,2-7
352,3,3,False,379,0.038,3
353,3,3,False,265,0.089,3
354,8,7,False,133,0.029,8-7
355,6,5,False,461,0.086,6-5
356,8,1,False,230,0.022,8-1
357,5,5,False,197,0.014,5
358,1,1,False,293,0.036,1
359,7,7,False,153,0.084,7
360,10,10,False,59,0.045,10
361,6,6,False,83,0.028,6
362,9,9,True,5637,0.022,9
363,6,6,False,86,0.065,6
364,9,10,False,211,0.099,9-10
365,5,5,False,270,0.058,5
366,10,1,False,354,0.02,10-1
367,7,7,False,381,0.088,7
368,1,1,False,345,0.08,1
369,10,10,False,308,0.053,10
370,9,9,False,440,0.044,9
371,4,2,False,235,0.038,4-2
372,3,3,False,266,0.08,3
373,8,8,False,41,0.074,8
374,9,6,False,254,0.057,9-6
375,6,6,False,282,0.041,6
376,6,6,False,358,0.068,6
377,5,5,False,136,0.035,5
378,5,5,False,370,0.029,5
379,8,6,False,488,0.082,8-6
380,5,10,False,204,0.091,5-10
381,7,7,False,421,0.023,7
382,1,2,False,236,0.069,1-2
383,8,9,False,297,0.073,8-9
384,3,10,False,35,0.07,3-10
385,9,4,False,221,0.04,9-4
386,8,3,True,14016,0.098,8-3
387,3,3,False,459,0.053,3
388,4,4,False,156,0.068,4
389,2,2,False,388,0.075,2
390,1,1,False,461,0.085,1
391,1,1,False,263,0.027,1
392,5,5,True,14305,0.064,5
393,6,9,False,465,0.094,6-9
394,9,9,False,67,0.04,9
395,8,8,False,17,0.076,8
396,5,5,False,99,0.065,5
397,7,7,False,54,0.046,7
398,2,3,False,489,0.032,2-3
399,5,8,False,498,0.04,5-8
400,10,10,True,15709,0.042,10
401,4,2,False,91,0.046,4-2
402,9,9,False,404,0.038,9
403,2,2,False,198,0.065,2
404,4,4,False,242,0.077,4
405,10,9,False,397,0.058,10-9
406,4,4,False,315,0.089,4
407,2,2,False,195,0.017,2
408,10,9,False,113,0.062,10-9
409,3,9,False,358,0.028,3-9
410,10,10,False,238,0.083,10
411,8,7,False,39,0.06,8-7
412,5,5,False,428,0.01,5
413,4,4,True,10644,0.073,4
414,9,9,False,45,0.099,9
415,8,7,False,79,0.079,8-7
416,7,7,False,479,0.092,7
417,7,9,False,450,0.041,7-9
418,3,3,False,75,0.076,3
419,4,4,False,162,0.052,4
420,9,9,False,127,0.032,9
421,6,4,False,381,0.079,6-4
422,1,1,False,402,0.094,1
423,1,2,False,27,0.05,1-2
424,1,1,False,129,0.059,1
425,1,5,False,479,0.076,1-5
426,6,6,False,429,0.039,6
427,5,5,False,276,0.03,5
428,5,9,False,460,0.076,5-9
429,3,3,False,263,0.014,3
430,6,6,False,412,0.057,6
431,7,7,False,104,0.078,7
432,8,4,False,372,0.023,8-4
433,8,8,False,223,0.06,8
434,3,5,False,341,0.017,3-5
435,8,8,False,380,0.085,8
436,1,10,False,457,0.017,1-10
437,10,10,False,255,0.029,10
438,6,1,False,107,0.097,6-1
439,2,2,False,478,0.032,2
440,10,10,False,132,0.06,10
441,5,9,False,167,0.034,5-9
442,9,9,False,421,0.098,9
443,8,8,False,114,0.043,8
444,7,4,False,18,0.033,7-4
445,10,10,False,88,0.028,10
446,4,4,False,345,0.095,4
447,6,8,False,338,0.077,6-8
448,8,6,False,378,0.059,8-6
449,3,3,False,338,0.096,3
450,9,2,False,352,0.014,9-2
451,1,1,False,128,0.016,1
452,3,9,False,40,0.066,3-9
453,10,10,False,18,0.011,10
454,9,9,True,16832,0.035,9
455,5,7,False,475,0.026,5-7
456,2,2,False,327,0.057,2
457,6,7,False,217,0.051,6-7
458,4,4,False,360,0.085,4
459,2,2,False,398,0.013,2
460,7,9,False,336,0.011,7-9
461,3,7,False,179,0.061,3-7
462,2,2,False,127,0.029,2
