node_id,primary_group,secondary_group,is_influencer,followers,engagement_rate,group_mix
508,1,1,False,82,0.053,1
509,7,5,False,300,0.028,7-5
510,4,4,False,368,0.016,4
511,6,3,False,21,0.03,6-3
512,9,9,False,430,0.05,9
513,5,5,False,348,0.027,5
514,3,3,False,25,0.088,3
515,7,7,False,205,0.082,7
516,9,7,False,477,0.033,9-7
517,4,4,False,276,0.079,4
518,6,5,False,127,0.065,6-5
519,2,2,False,408,0.056,2
520,2,3,False,375,0.077,2-3
521,2,2,False,29,0.075,2
522,5,4,False,480,0.049,5-4
523,9,9,False,309,0.051,9
524,4,4,False,442,0.051,4
525,9,9,False,94,0.099,9
526,2,10,False,481,0.076,2-10
527,2,2,False,410,0.08,2
528,1,9,False,166,0.098,1-9
529,1,1,False,170,0.048,1
530,8,8,True,16211,0.077,8
531,9,5,False,427,0.053,9-5
532,6,8,False,87,0.046,6-8
533,6,5,False,240,0.047,6-5
534,9,9,False,366,0.015,9
535,8,5,False,263,0.066,8-5
536,8,8,False,178,0.098,8
537,4,4,False,35,0.048,4
538,5,9,False,218,0.053,5-9
539,1,1,False,78,0.058,1
540,3,3,False,226,0.057,3
541,9,9,False,298,0.071,9
542,2,5,False,231,0.08,2-5
543,6,6,False,423,0.072,6
544,10,10,False,357,0.017,10
545,10,10,False,102,0.093,10
546,9,4,False,107,0.094,9-4
547,6,6,False,93,0.072,6
548,3,1,False,200,0.073,3-1
549,7,7,False,95,0.091,7
550,7,1,False,310,0.097,7-1
551,4,8,False,145,0.023,4-8
552,9,9,False,216,0.054,9
553,8,1,False,313,0.063,8-1
554,8,8,False,172,0.032,8
555,9,9,False,129,0.022,9
556,7,4,False,74,0.07,7-4
557,2,2,False,317,0.057,2
558,1,8,False,22,0.058,1-8
559,7,3,False,144,0.084,7-3
560,10,4,False,32,0.014,10-4
561,6,6,False,211,0.074,6
562,10,10,False,21,0.062,10
563,1,1,False,243,0.035,1
564,5,5,True,11718,0.058,5
565,10,10,False,220,0.094,10
566,9,9,False,299,0.046,9
567,5,5,False,95,0.062,5
568,7,7,False,95,0.057,7
569,2,2,False,117,0.035,2
570,8,4,False,364,0.086,8-4
571,1,2,False,172,0.096,1-2
572,9,7,False,121,0.019,9-7
573,2,5,False,115,0.043,2-5
574,5,5,False,120,0.057,5
575,7,7,False,429,0.075,7
576,8,8,False,329,0.023,8
577,10,10,False,204,0.066,10
578,3,1,False,195,0.021,3-1
579,1,1,False,90,0.061,1
580,4,4,False,225,0.1,4
581,9,10,False,499,0.085,9-10
582,4,4,False,360,0.013,4
583,10,10,False,246,0.077,10
584,10,10,False,417,0.062,10
585,3,9,False,225,0.093,3-9
586,5,5,False,262,0.045,5
587,8,8,False,421,0.037,8
588,2,2,False,111,0.075,2
589,3,3,False,335,0.093,3
590,3,9,True,14095,0.087,3-9
591,2,2,False,388,0.072,2
592,6,6,False,254,0.052,6
593,2,10,False,192,0.099,2-10
594,1,1,False,412,0.033,1
595,6,4,False,394,0.057,6-4
596,1,1,False,468,0.086,1
597,7,6,False,108,0.073,7-6
598,3,3,False,281,0.021,3
599,6,6,False,157,0.013,6
600,2,2,False,466,0.058,2
601,7,7,False,257,0.047,7
602,7,7,False,367,0.058,7
603,10,7,False,339,0.091,10-7
604,5,9,False,138,0.066,5-9
605,4,9,False,133,0.03,4-9
606,10,10,False,281,0.095,10
607,7,7,False,79,0.063,7
608,2,3,False,317,0.072,2-3
609,8,8,False,326,0.094,8
610,3,3,False,449,0.093,3
611,4,4,False,165,0.099,4
612,3,3,True,15594,0.091,3
613,4,4,False,247,0.079,4
614,1,1,True,19085,0.066,1
615,3,4,False,434,0.087,3-4
616,1,3,False,276,0.018,1-3
617,1,1,False,349,0.035,1
618,5,5,False,38,0.085,5
619,8,8,False,77,0.029,8
620,10,10,False,371,0.033,10
621,10,4,True,15480,0.045,10-4
622,8,7,False,384,0.08,8-7
623,6,6,False,102,0.073,6
624,6,6,False,211,0.026,6
625,10,10,False,17,0.018,10
626,4,4,False,121,0.01,4
627,7,9,False,293,0.083,7-9
628,7,7,False,446,0.063,7
629,3,3,False,447,0.092,3
630,6,6,False,250,0.039,6
631,3,8,False,199,0.095,3-8
632,4,4,False,207,0.042,4
633,10,10,False,193,0.029,10
634,2,2,True,19811,0.089,2
635,9,9,False,422,0.062,9
636,7,1,False,264,0.036,7-1
637,4,1,False,390,0.088,4-1
638,5,5,False,212,0.028,5
639,10,8,False,272,0.082,10-8
640,4,4,False,190,0.064,4
641,4,4,False,326,0.094,4
642,1,1,False,195,0.049,1
643,10,10,False,375,0.021,10
644,4,10,False,62,0.02,4-10
645,1,1,False,389,0.09,1
646,7,7,False,319,0.088,7
647,9,9,False,142,0.012,9
648,7,9,True,18217,0.055,7-9
649,6,6,False,410,0.047,6
650,4,8,False,382,0.044,4-8
651,4,4,False,43,0.08,4
652,8,10,False,371,0.021,8-10
653,2,2,False,391,0.074,2
654,1,1,False,470,0.029,1
655,9,9,False,142,0.03,9
656,6,6,False,112,0.047,6
657,7,7,False,264,0.082,7
658,3,5,False,12,0.021,3-5
659,3,5,False,105,0.089,3-5
660,5,5,False,209,0.018,5
661,8,4,False,216,0.075,8-4
662,6,6,False,37,0.073,6
663,9,9,False,178,0.014,9
664,4,4,False,175,0.016,4
665,1,6,False,227,0.013,1-6
666,9,7,False,106,0.058,9-7
667,8,8,False,187,0.083,8
668,5,5,False,267,0.066,5
669,9,9,False,476,0.029,9
670,7,9,False,107,0.084,7-9
671,9,9,False,168,0.055,9
672,2,9,False,20,0.031,2-9
673,7,7,False,262,0.051,7
674,4,4,False,243,0.023,4
675,5,4,False,423,0.029,5-4
676,5,3,False,485,0.085,5-3
677,4,9,False,20,0.069,4-9
678,5,5,False,104,0.048,5
679,8,5,False,465,0.061,8-5
680,6,6,False,422,0.045,6
681,2,2,False,312,0.023,2
682,4,4,False,252,0.044,4
683,10,10,False,222,0.097,10
684,8,8,False,13,0.076,8
685,9,9,False,109,0.04,9
686,5,4,False,80,0.046,5-4
687,1,8,False,211,0.09,1-8
688,7,7,False,414,0.073,7
689,10,10,False,393,0.039,10
690,1,6,False,328,0.019,1-6
691,8,8,False,10,0.065,8
692,6,3,False,345,0.04,6-3
693,1,10,False,55,0.072,1-10
694,1,1,False,214,0.031,1
695,4,3,False,243,0.035,4-3
696,8,8,False,406,0.036,8
697,5,5,False,126,0.088,5
698,8,6,False,70,0.037,8-6
699,3,6,False,416,0.065,3-6
700,9,2,False,240,0.077,9-2
701,2,2,False,388,0.035,2
702,9,9,False,195,0.083,9
703,4,4,False,480,0.06,4
704,6,9,False,133,0.034,6-9
705,1,1,False,355,0.06,1
706,4,4,False,377,0.058,4
707,8,4,False,469,0.08,8-4
708,5,5,False,153,0.09,5
709,6,6,False,466,0.075,6
710,3,4,False,32,0.083,3-4
711,1,1,False,465,0.033,1
712,1,8,False,414,0.07,1-8
713,3,3,False,343,0.071,3
714,1,1,False,143,0.031,1
715,9,2,False,322,0.028,9-2
716,10,5,False,58,0.084,10-5
717,10,5,False,80,0.088,10-5
718,7,5,False,462,0.08,7-5
719,9,9,False,372,0.016,9
720,6,6,False,159,0.061,6
721,10,1,False,110,0.037,10-1
722,5,3,False,62,0.022,5-3
723,1,1,False,72,0.024,1
724,9,9,False,130,0.058,9
725,4,8,False,80,0.066,4-8
726,1,6,False,39,0.035,1-6
727,7,7,False,59,0.056,7
728,1,1,False,128,0.046,1
729,2,7,False,363,0.084,2-7
730,10,10,False,116,0.032,10
731,6,6,False,348,0.073,6
732,1,2,False,167,0.095,1-2
733,8,8,False,392,0.087,8
734,6,6,False,442,0.054,6
735,9,10,False,213,0.023,9-10
736,6,6,False,129,0.089,6
737,4,4,False,68,0.055,4
738,2,2,False,83,0.049,2
739,9,9,False,438,0.031,9
740,4,4,False,445,0.049,4
741,2,2,False,94,0.077,2
742,1,6,False,17,0.096,1-6
743,4,4,False,49,0.028,4
744,1,8,True,5544,0.013,1-8
745,8,8,False,231,0.027,8
746,8,10,False,116,0.018,8-10
747,6,6,False,96,0.039,6
748,10,10,False,470,0.037,10
749,6,8,False,172,0.099,6-8
